date,price,CPI,price_real
04/01/2023,14.8865,303.363,4.907157432
05/01/2023,13.82956522,304.127,4.547299391
06/01/2023,14.30227273,305.109,4.687594508
07/01/2023,15.0952381,305.691,4.938070828
08/01/2023,13.88608696,307.026,4.522772324
09/01/2023,13.25809524,307.789,4.307527312
10/01/2023,12.84590909,307.671,4.175209588
11/01/2023,13.42368421,307.051,4.371809312
12/01/2023,13.13428571,306.746,4.281811569
01/01/2024,12.35086957,308.417,4.004600773
02/01/2024,11.70857143,310.326,3.7729908
03/01/2024,11.79285714,312.332,3.775744126
04/01/2024,11.64863636,313.548,3.715104661
05/01/2024,12.18434783,314.069,3.879513045
06/01/2024,11.7245,314.175,3.731837352
07/01/2024,11.18,314.54,3.554396897
08/01/2024,9.867727273,314.796,3.134641886
09/01/2024,10.12857143,315.301,3.212349922
10/01/2024,10.03217391,315.664,3.178117845
11/01/2024,9.953809524,315.493,3.155001703
12/01/2024,9.833181818,315.605,3.115660974
01/01/2025,10.28478261,317.671,3.237557916
02/01/2025,10.404,319.082,3.260603857
03/01/2025,10.06,319.799,3.145725909
